MAE,MSE,RMSE,R2,Adjusted_R2,Model
0.6959018399793274,1.67385719300058,1.293776330360306,0.9273360225990267,0.912803227118832,GradientBoosting
1.7821081849972373,7.787410066582801,2.7905931388475107,0.6619399842134034,0.594327981056084,Lasso
1.3678059983137343,5.160526733590707,2.27167927612828,0.7759758720667495,0.7311710464800993,LinearRegression
0.8009901639344263,2.0506857163934424,1.4320215488579222,0.9109774829205157,0.8931729795046188,RandomForest
0.8119114754098361,2.247248635409836,1.499082597927758,0.902444470925823,0.8829333651109876,RandomForest_Tuned
1.3910129986871866,5.173997710334056,2.2746423258029065,0.7753910821851867,0.7304692986222241,Ridge
0.7388412813378163,2.317495470813952,1.522332247183233,0.8993949787220441,0.879273974466453,XGBoost
0.9836492264075358,2.0281232528737747,1.4241219234580214,0.911956944218743,0.8943483330624915,XGBoost_Tuned
